model_name,doc_id,run_type,call_success,fail_reason,elapsed_sec,load_sec,eval_tps,vram_mib,prompt_tokens,completion_tokens,est_cost_usd,pydantic_valid,digest,quantization_level,context_length,generation_options,gpu_offload_status,raw_response,run_id,rep_id,type_group,category_score,rouge_1_2_mean,keyword_match_recall,human_eval_score,human_eval_available,quality_score,score_breakdown
qwen2.5:7b,DOC-01,MAIN_2,True,,4.7272,0.0045,65.92,4528.1,1643,291,0.0,True,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{   ""summary_bullets"": [     ""경조사 지원 및 휴가 규정: 본인 및 직계존비속의 경조 발생 시 경조금과 특별 휩가가 지급되며, 임직원 본인 결혼 시 100만 원 경조금과 5일 유급휴가, 자녀 출산 시 50만 원 축하금과 10일 배우자 출산 휴가 제공."",     ""종합건강검진 및 건강관리 지원: 근속 연수 1년 이상 임직원을 대상으로 매년 종합건강검진 비용 전액 지원, 지정 검진 기관에서 예약 가능하며 본인 외 직계가족 1인에 한해 동일한 할인 수가가 적용."",     ""자기계발비 및 복지포인트 지급: 연간 120만 원 상당의 복지포인트(분기별 30만 원씩 자동 지급) 부여, 자기계발(도서 구매, 학원 수강), 운동, 문화생활 등에 사용 가능.""   ],   ""categories"": [""복지""],   ""is_uncertain"": false,   ""tool_calls"": [] }",run_011,2,NORMAL,0.6667,0.3913,1.0,0.6,True,0.8172,"{""summary_bullets"": {""raw"": 0.8191, ""weight"": 0.55, ""weighted"": 0.4505, ""keyword_match_recall"": 1.0, ""rouge_1_2_mean"": 0.3913, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 0.6, ""human_eval_available"": true}, ""category"": {""raw"": 0.6667, ""weight"": 0.25, ""weighted"": 0.1667}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.2, ""weighted"": 0.2}}"
qwen2.5:7b,DOC-02,MAIN_2,True,,2.0045,0.0043,66.33,4528.1,1372,117,0.0,True,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{   ""summary_bullets"": [     ""모든 Python 프로젝트는 PEP8 규격 준수와 Ruff Linter 검사를 통과해야 함"",     ""신규 기능에 대한 단위 테스트 작성 및 전체 코드 커버리지 최소 80% 유지"",     ""Git Branch는 feature/{issue-id} 형식, Commit Message는 Conventional Commits 규격 준수""   ],   ""categories"": [""개발""],   ""is_uncertain"": false,   ""tool_calls"": [] }",run_012,2,NORMAL,1.0,0.386,0.3333,1.0,True,0.8195,"{""summary_bullets"": {""raw"": 0.6719, ""weight"": 0.55, ""weighted"": 0.3695, ""keyword_match_recall"": 0.3333, ""rouge_1_2_mean"": 0.386, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 1.0, ""weight"": 0.25, ""weighted"": 0.25}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.2, ""weighted"": 0.2}}"
qwen2.5:7b,DOC-03,MAIN_2,True,,2.5464,0.0043,66.01,4528.1,1495,151,0.0,True,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{   ""summary_bullets"": [     ""카페테리아 음료 주문 시 '사내 모바일 앱 스마트 오더' 기능 도입, 피크 타임에는 모바일 결제 전용 픽업대 우선 운영"",     ""구내식당 운영 시간 확대, 11시부터 14시까지 3시간 운영"",     ""텀블러나 다회용 컵을 가져오는 임직원에게 카페 음료 500원 할인 혜택 적용""   ],   ""categories"": [""인프라""],   ""is_uncertain"": false,   ""tool_calls"": [] }",run_013,2,NORMAL,0.0,0.2839,1.0,1.0,True,0.7106,"{""summary_bullets"": {""raw"": 0.9284, ""weight"": 0.55, ""weighted"": 0.5106, ""keyword_match_recall"": 1.0, ""rouge_1_2_mean"": 0.2839, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 0.0, ""weight"": 0.25, ""weighted"": 0.0}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.2, ""weighted"": 0.2}}"
qwen2.5:7b,DOC-04,MAIN_2,True,,3.9977,0.0043,65.56,4528.1,1509,245,0.0,True,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{   ""summary_bullets"": [     ""2026년 10월 15일까지 모든 임직원은 사내 통합 업무 시스템 접속 시 전용 보안 VPN 클라이언트를 활성화해야 합니다."",     ""계정 로그인 시 기존 비밀번호 외에 SMS 또는 모바일 OTP 앱을 통한 2차 인증(MFA) 절차를 필수로 거쳐야 합니다."",     ""보안성이 검증되지 않은 외부 Wi-Fi 환경에서의 사내 시스템 직결 접속은 엄격히 금지됩니다.""   ],   ""categories"": [""보안""],   ""is_uncertain"": false,   ""tool_calls"": [     {       ""tool_name"": ""send_slack_notification"",       ""arguments"": {         ""channel"": ""#sec-notice"",         ""title"": ""2026년 3분기 사내 시스템 계정 보안 강화 및 원격 근무 지침"",         ""urgency"": ""HIGH""       }     }   ] }",run_014,2,TOOL_CALLING,1.0,0.5609,0.6667,1.0,True,0.9468,"{""tool_calls"": {""raw"": 1.0, ""weight"": 0.5, ""weighted"": 0.5, ""tool_name_match"": true, ""tool_args_ratio"": 1.0}, ""summary_bullets"": {""raw"": 0.8228, ""weight"": 0.3, ""weighted"": 0.2468, ""keyword_match_recall"": 0.6667, ""rouge_1_2_mean"": 0.5609, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}}"
qwen2.5:7b,DOC-05,MAIN_2,True,,5.2861,0.0036,65.81,4528.1,1501,331,0.0,True,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{   ""summary_bullets"": [     ""2026년 9월 12일 결제 API 서버의 응답 지연 및 HTTP 500 에러로 인해 약 35%의 결제 시도가 실패하였으며, 15시 05분 DB 커넥션 수동 재설정 및 서비스 재스타트 조치 후 정상화됨."",     ""직접적인 원인은 프로모션 이벤트로 인한 정기 결제 트래픽 폭증 시, 특정 결제 내역 조회 API에서 인덱스가 타지 않는 비효율적 쿼리가 수천 건 동시 실행되면서 DB CPU 사용량이 99%까지 치솟았음."",     ""재발 방지를 위해 결제 조회 API의 DB 복합 인덱스 재설계 및 쿼리 최적화 작업과 Auto-scaling 정책 및 모니터링 임계치 재설정이 필요함.""   ],   ""categories"": [""인프라""],   ""is_uncertain"": false,   ""tool_calls"": [     {       ""tool_name"": ""create_jira_ticket"",       ""arguments"": {         ""project_key"": ""INFRA"",         ""issue_type"": ""任务"",         ""summary"": ""2026-09-12 结算基础设施数据库连接池耗尽故障分析及回溯报告后续措施"",         ""priority"": ""High""       }     }   ] }",run_015,2,TOOL_CALLING,1.0,0.3231,0.0,0.75,True,0.8372,"{""tool_calls"": {""raw"": 1.0, ""weight"": 0.5, ""weighted"": 0.5, ""tool_name_match"": true, ""tool_args_ratio"": 1.0}, ""summary_bullets"": {""raw"": 0.4573, ""weight"": 0.3, ""weighted"": 0.1372, ""keyword_match_recall"": 0.0, ""rouge_1_2_mean"": 0.3231, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 0.75, ""human_eval_available"": true}, ""category"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}}"
qwen2.5:7b,DOC-06,MAIN_2,True,,6.1938,0.0042,65.88,4528.1,1451,402,0.0,True,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{   ""summary_bullets"": [     ""2026년 9월 19일(토) 22:00부터 2026년 9월 20일(일) 04:00까지 사내 메일, 그룹웨어(GW), ERP 시스템, Confluence 및 Jira 접속이 일시 중단될 예정입니다."",     ""주요 작업으로는 메인 방화벽 패치, 코어 스위치 펌웨어 업데이트, 메인 DB 보안 모듈 적용 및 인프라 서버 랙 재배치 작업이 포함됩니다."",     ""점검 완료 후 단위 테스트를 거쳐 일요일 새벽 04시 30분 이전까지 모든 서비스를 정상 재개할 예정입니다.""   ],   ""categories"": [""인프라""],   ""is_uncertain"": false,   ""tool_calls"": [     {       ""tool_name"": ""create_calendar_event"",       ""arguments"": {         ""title"": ""2026년 3분기 전사 IT 인프라 정기 점검"",         ""start_time"": ""2026-09-19T22:00:00"",         ""end_time"": ""2026-09-20T04:00:00"",         ""description"": ""2026년 9월 19일(토) 22:00부터 2026년 9월 20일(일) 04:00까지 사내 메일, 그룹웨어(GW), ERP 시스템, Confluence 및 Jira 접속이 일시 중단될 예정입니다.""       }     }   ] }",run_016,2,TOOL_CALLING,1.0,0.5404,0.3333,1.0,True,0.9062,"{""tool_calls"": {""raw"": 1.0, ""weight"": 0.5, ""weighted"": 0.5, ""tool_name_match"": true, ""tool_args_ratio"": 1.0}, ""summary_bullets"": {""raw"": 0.6874, ""weight"": 0.3, ""weighted"": 0.2062, ""keyword_match_recall"": 0.3333, ""rouge_1_2_mean"": 0.5404, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}}"
qwen2.5:7b,DOC-07,MAIN_2,True,,5.8469,0.0043,65.81,4528.1,1462,379,0.0,True,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{   ""summary_bullets"": [     ""오늘 오전 CVE-2026-9999로 명명된 외부 오픈소스 인증 라이브러리의 RCE(원격 코드 실행) 제로데이 취약점이 공개되었으며, 당사 서버 권한 탈취 가능성이 높습니다."",     ""인프라팀은 오늘 18시 전까지 해당 라이브러리를 패치 버전(v2.18.0 이상)으로 업그레이드하고 빌드 파이프라인을 재배포해야 합니다."",     ""전사 보안 채널(#sec-alert)에 위험성을 알리고, 금일 야간 긴급 패치 작업 진행에 따른 서비스 순간 점검 가능성을 임직원들에게 공지해야 합니다.""   ],   ""categories"": [""보안""],   ""is_uncertain"": false,   ""tool_calls"": [     {       ""tool_name"": ""send_slack_notification"",       ""arguments"": {         ""channel"": ""#sec-notice"",         ""title"": ""긴급: CVE-2026-9999 제로데이 취약점 관련 서버 권한 탈취 위험"",         ""urgency"": ""HIGH""       }     },     {       ""tool_name"": ""create_jira_ticket"",       ""arguments"": {         ""project_key"": ""SEC"",         ""issue_type"": ""Bug"",         ""summary"": ""긴급: CVE-2026-9999 제로데이 취약점 관련 서버 권한 탈취 위험"",         ""priority"": ""Highest""       }     }   ] }",run_017,2,TOOL_CALLING,0.6667,0.3735,1.0,1.0,True,0.7979,"{""tool_calls"": {""raw"": 0.7, ""weight"": 0.5, ""weighted"": 0.35, ""tool_name_match"": true, ""tool_args_ratio"": 0.5}, ""summary_bullets"": {""raw"": 0.9373, ""weight"": 0.3, ""weighted"": 0.2812, ""keyword_match_recall"": 1.0, ""rouge_1_2_mean"": 0.3735, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 0.6667, ""weight"": 0.1, ""weighted"": 0.0667}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}}"
qwen2.5:7b,DOC-08,MAIN_2,True,,4.6305,0.0035,65.62,4528.1,1520,298,0.0,True,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{   ""summary_bullets"": [     ""주 2회까지 거점 오피스(강남/판교) 근무를 신청할 수 있으며, 직전 분기 평가 경고를 받은 인원이나 필수 상주 인력은 제외됩니다."",     ""원격근무 시 코어 타임(10:00~16:00) 동안 슬랙 메시지 및 메일 수신 반응 상태를 유지해야 하며, 2시간 이상 미응답 시 무단이탈로 간주됩니다."",     ""공공장소에서의 사내 화면 노출 방지를 위해 사외 근무 시 프라이버시 필터 착용이 의무화되며, 카페 등에서의 업무는 승인된 모바일 테더링을 통해만 가능합니다.""   ],   ""categories"": [""인프라""],   ""is_uncertain"": false,   ""tool_calls"": [     {       ""tool_name"": ""send_slack_notification"",       ""arguments"": {         ""channel"": ""#dev-infra-notice"",         ""title"": ""개정된 원격근무 사전 승인 절차 및 보안 준수 수칙 전파 요청"",         ""urgency"": ""LOW""       }     }   ] }",run_018,2,TOOL_CALLING,0.0,0.4887,1.0,1.0,True,0.5847,"{""tool_calls"": {""raw"": 0.4, ""weight"": 0.5, ""weighted"": 0.2, ""tool_name_match"": true, ""tool_args_ratio"": 0.0}, ""summary_bullets"": {""raw"": 0.9489, ""weight"": 0.3, ""weighted"": 0.2847, ""keyword_match_recall"": 1.0, ""rouge_1_2_mean"": 0.4887, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 0.0, ""weight"": 0.1, ""weighted"": 0.0}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}}"
qwen2.5:7b,DOC-09,MAIN_2,True,,3.7962,0.005,66.04,4528.1,1484,232,0.0,True,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{   ""summary_bullets"": [     ""차세대 모바일 서비스 인프라 구축 프로젝트의 초기 예산은 1억 5,000만 원으로, 인프라 아키텍처 고고도화와 보안 취약점 조치로 인해 기존 예산안이 전면 철회되었으며, 추가 예산 편성이 필요하다는 의견이 제시되었다."",     ""인력 투입 건은 기존 5명에서 기획 1명 및 백엔드 2명을 추가 확보하자는 안이 논의 중이며, 서버 노드 수 조정을 통해 비용을 상쇄하는 안도 제시되었다."",     ""테스트 기간은 PMO 측에서 최소 2개월 이상 순연하는 것으로 내부 수립 중이며, 정확한 마감 날짜는 아직 확정되지 않았다.""   ],   ""categories"": [""인프라""],   ""is_uncertain"": false,   ""tool_calls"": [] }",run_019,2,UNCERTAIN,0.0,0.3357,0.3333,1.0,True,0.2001,"{""is_uncertain_detected"": {""raw"": 0.0, ""weight"": 0.5, ""weighted"": 0.0}, ""summary_bullets"": {""raw"": 0.6669, ""weight"": 0.3, ""weighted"": 0.2001, ""keyword_match_recall"": 0.3333, ""rouge_1_2_mean"": 0.3357, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 0.0, ""weight"": 0.2, ""weighted"": 0.0}}"
qwen2.5:7b,DOC-10,MAIN_2,True,,2.1156,0.0046,66.26,4528.1,1251,129,0.0,True,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{   ""summary_bullets"": [""2026년 하반기 사내 휴양시설 및 제휴 콘도 이용 신청 안내: 근속 연수 1년 이상 정규직 임직원 대상, 1차 추첨 신청 기간은 10월 1일부터 10월 10일까지, 당첨자 발표는 10월 15일 이메일로 개별 통보""],   ""categories"": [""복지""],   ""is_uncertain"": true,   ""tool_calls"": [] }",run_020,2,OUT_OF_BOUNDS,,,,,,0.5,"{""is_uncertain_detected"": {""raw"": 1.0, ""weight"": 0.5, ""weighted"": 0.5}, ""refusal_summary"": {""raw"": 0.0, ""weight"": 0.5, ""weighted"": 0.0}}"
llama3.1:8b,DOC-01,MAIN_1,True,,3.3377,0.0029,63.33,5027.5,1509,209,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{   ""summary_bullets"": [     ""임직원 본인 및 직계존비속의 경조 발생 시 경조금과 특별 휴가가 지급됩니다."",     ""근속 연수 1년 이상 임직원을 대상으로 매년 종합건강검진 비용을 전액 지원합니다."",     ""연간 120만 원 상당의 복지포인트(분기별 30만 원씩 자동 지급)가 부여되며, 이는 자기계발(도서 구매, 학원 수강), 운동, 문화생활 등에 사용할 수 있습니다.""   ],   ""categories"": [""복지""],   ""is_uncertain"": false,   ""tool_calls"": [     {       ""tool_name"": ""send_slack_notification"",       ""arguments"": {         ""channel"": ""#team-notice"",         ""title"": ""사내 복지제도 주요 지원 항목"",         ""urgency"": ""LOW""       }     }   ] }",run_021,1,NORMAL,0.6667,0.4801,0.6667,1.0,True,0.8148,"{""summary_bullets"": {""raw"": 0.8147, ""weight"": 0.55, ""weighted"": 0.4481, ""keyword_match_recall"": 0.6667, ""rouge_1_2_mean"": 0.4801, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 0.6667, ""weight"": 0.25, ""weighted"": 0.1667}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.2, ""weighted"": 0.2}}"
llama3.1:8b,DOC-02,MAIN_1,True,,2.4464,0.0046,63.68,5027.5,1280,143,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{ ""summary_bullets"": [""\u2026\n* 코드 작성 표준: PEP8 규격 준수, Ruff Linter 검사 통과\n* 테스트 코드 작성: 단위 테스트 작성 의무화, CI 파이프라인에서 테스트 실패 시 자동 배포 중단\n* Git Branch 전략: feature/{issue-id} 형식, 메인 브랜치 직결 commit 금지\n* 배포 가이드라인: 스테이징 환경 최종 QA 승인, 사내 배포 전용 Portal 통해서만 배포""], ""categories"": [""개발""], ""is_uncertain"": false, ""tool_calls"": [] }",run_022,1,NORMAL,1.0,0.2421,0.6667,1.0,True,0.775,"{""summary_bullets"": {""raw"": 0.5909, ""weight"": 0.55, ""weighted"": 0.325, ""keyword_match_recall"": 0.6667, ""rouge_1_2_mean"": 0.2421, ""bullet_count_exact_3"": 0.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 1.0, ""weight"": 0.25, ""weighted"": 0.25}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.2, ""weighted"": 0.2}}"
llama3.1:8b,DOC-03,MAIN_1,True,,8.4396,0.0039,61.85,5027.5,1378,256,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{   ""summary_bullets"": [     ""사내 카페테리아 음료 주문 시 '사내 모바일 앱 스마트 오더' 기능이 도입되며, 출근길이나 식사 후 앱을 통해 미리 주문 및 결제를 완료할 수 있습니다."",     ""구내식당 점심 운영 시간이 11시 30분~13시 30분에서 11시부터 14시까지 총 3시간으로 확대되며, 부서별로 자율 시차 점심제를 활용하여 분산 방문해 주시기 바랍니다."",     ""개인 텀블러나 다회용 컵을 가져오시는 임직원분들께는 카페 음료 500원 할인 혜택이 적용됩니다.""   ],   ""categories"": [""경영지원""],   ""is_uncertain"": false,   ""tool_calls"": [     {       ""tool_name"": ""send_slack_notification"",       ""arguments"": {         ""channel"": ""#team-notice"",         ""title"": ""사내 카페테리아 및 구내식당 이용 안내"",         ""urgency"": ""LOW""       }     }   ] }",run_023,1,NORMAL,0.6667,0.4623,1.0,1.0,True,0.8871,"{""summary_bullets"": {""raw"": 0.9462, ""weight"": 0.55, ""weighted"": 0.5204, ""keyword_match_recall"": 1.0, ""rouge_1_2_mean"": 0.4623, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 0.6667, ""weight"": 0.25, ""weighted"": 0.1667}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.2, ""weighted"": 0.2}}"
llama3.1:8b,DOC-04,MAIN_1,True,,3.3161,0.0076,62.68,5027.5,1404,192,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{ ""summary_bullets"": [""임직원은 2026년 10월 15일까지 사내 통합 업무 시스템 접속 시 전용 보안 VPN 클라이언트를 반드시 활성화해야 합니다."", ""계정 로그인 시 기존 비밀번호 외에 SMS 또는 모바일 OTP 앱을 통한 2차 인증(MFA) 절차를 필수로 거쳐야 합니다."", ""보안성이 검증되지 않은 외부 카페, 대중교통 등 공공 Wi-Fi 환경에서의 사내 시스템 직결 접속은 엄격히 금지됩니다.""], ""categories"": [""보안""], ""is_uncertain"": false, ""tool_calls"": [{""tool_name"": ""send_slack_notification"", ""arguments"": {""channel"": ""#sec-notice"", ""title"": ""임직원 보안 강화 지침 개정"", ""urgency"": ""HIGH""}}]}",run_024,1,TOOL_CALLING,1.0,0.5623,1.0,1.0,True,0.9869,"{""tool_calls"": {""raw"": 1.0, ""weight"": 0.5, ""weighted"": 0.5, ""tool_name_match"": true, ""tool_args_ratio"": 1.0}, ""summary_bullets"": {""raw"": 0.9562, ""weight"": 0.3, ""weighted"": 0.2869, ""keyword_match_recall"": 1.0, ""rouge_1_2_mean"": 0.5623, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}}"
llama3.1:8b,DOC-05,MAIN_1,True,,3.3936,0.0043,62.66,5027.5,1405,197,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{ ""summary_bullets"": [""장애 원인은 정기 결제 트래픽 폭증 시 Payment-DB의 커넥션 풀 모니터링 누락 및 슬로우 쿼리 누적 때문"", ""재발 방지를 위해 결제 조회 API의 DB 복합 인덱스 재설계 및 쿼리 최적화 작업 필요"", ""DB 커넥션 풀 사용률 80% 초과 시 자동 Pod 증설 및 모니터링 임계치 알람 재설정 필요""], ""categories"": [""인프라""], ""is_uncertain"": false, ""tool_calls"": [{""tool_name"": ""create_jira_ticket"", ""arguments"": {""project_key"": ""INFRA"", ""issue_type"": ""Bug"", ""summary"": ""결제 인프라 DB 커넥션 풀 고갈 장애 원인 분석 및 회고 보고서"", ""priority"": ""High""}}]}",run_025,1,TOOL_CALLING,1.0,0.3374,0.6667,1.0,True,0.9401,"{""tool_calls"": {""raw"": 1.0, ""weight"": 0.5, ""weighted"": 0.5, ""tool_name_match"": true, ""tool_args_ratio"": 1.0}, ""summary_bullets"": {""raw"": 0.8004, ""weight"": 0.3, ""weighted"": 0.2401, ""keyword_match_recall"": 0.6667, ""rouge_1_2_mean"": 0.3374, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}}"
llama3.1:8b,DOC-06,MAIN_1,True,,5.1076,0.0043,62.86,5027.5,1337,307,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{   ""summary_bullets"": [     ""정기 점검의 주요 내용은 메인 방화벽 패치, 코어 스위치 펌웨어 업데이트, 메인 DB 보안 모듈 적용 및 인프라 서버 랙 재배치 작업입니다."",     ""점검 작업 시간 동안 사내 메일, 그룹웨어(GW), ERP 시스템, 사내 Confluence 및 Jira 접속이 일시적으로 전면 중단됩니다."",     ""점검 완료 직후 단위 테스트를 거쳐 일요일 새벽 04시 30분 이전까지 모든 서비스를 정상 재개할 예정입니다.""   ],   ""categories"": [""인프라""],   ""is_uncertain"": false,   ""tool_calls"": [     {       ""tool_name"": ""create_calendar_event"",       ""arguments"": {         ""title"": ""2026년 3분기 전사 IT 인프라 정기 점검 및 시스템 일시 중단 안내"",         ""start_time"": ""2026-09-19T22:00:00"",         ""end_time"": ""2026-09-20T04:00:00"",         ""description"": ""정기 점검의 주요 내용은 메인 방화벽 패치, 코어 스위치 펌웨어 업데이트, 메인 DB 보안 모듈 적용 및 인프라 서버 랙 재배치 작업입니다.""       }     }   ] }",run_026,1,TOOL_CALLING,1.0,0.4028,0.3333,1.0,True,0.6021,"{""tool_calls"": {""raw"": 0.4, ""weight"": 0.5, ""weighted"": 0.2, ""tool_name_match"": true, ""tool_args_ratio"": 0.0}, ""summary_bullets"": {""raw"": 0.6736, ""weight"": 0.3, ""weighted"": 0.2021, ""keyword_match_recall"": 0.3333, ""rouge_1_2_mean"": 0.4028, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}}"
llama3.1:8b,DOC-07,MAIN_1,True,,3.8824,0.0049,62.62,5027.5,1358,229,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{ ""summary_bullets"": [""CVE-2026-9999로 명명된 외부 오픈소스 인증 라이브러리의 RCE 제로데이 취약점이 공개되었습니다."", ""당사 회원 인증 API 서버 및 결제 대행 내부 모듈에 해당 버전의 라이브러리가 포함되어 있습니다."", ""해당 라이브러리를 안전한 패치 버전으로 긴급 패키지 업그레이드하고 빌드 파이프라인을 재배포해야 합니다.""], ""categories"": [""보안""], ""is_uncertain"": false, ""tool_calls"": [{""tool_name"": ""send_slack_notification"", ""arguments"": {""channel"": ""#sec-alert"", ""title"": ""보안 취약점 긴급 상황"", ""urgency"": ""HIGH""}}, {""tool_name"": ""create_jira_ticket"", ""arguments"": {""project_key"": ""SEC"", ""issue_type"": ""버그"", ""summary"": ""CVE-2026-9999 보안 취약점 긴급 패치 작업"", ""priority"": ""Highest""}}]}",run_027,1,TOOL_CALLING,0.6667,0.3732,0.6667,1.0,True,0.9079,"{""tool_calls"": {""raw"": 1.0, ""weight"": 0.5, ""weighted"": 0.5, ""tool_name_match"": true, ""tool_args_ratio"": 1.0}, ""summary_bullets"": {""raw"": 0.804, ""weight"": 0.3, ""weighted"": 0.2412, ""keyword_match_recall"": 0.6667, ""rouge_1_2_mean"": 0.3732, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 0.6667, ""weight"": 0.1, ""weighted"": 0.0667}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}}"
